follower_id,liked_user_id,liked_user_name,liked_user_screenname,liked_user_location,tweet_id,tweet_creation_time,tweet_text,tweet_language,tweet_reply_to_tweet_id,tweet_reply_to_user_id,tweet_is_quote,tweet_retweet_count,tweet_favorite_count,tweet_is_retweet,tweet_retweet_tweet_id,tweet_retweet_user_id,tweet_mentioned_users
/1061468390,/49032795,Drue De Angelis,Druedea,"Scottsdale, AZ",/1258584408358940672,Fri May 08 02:28:00 +0000 2020,Phoenix MedTech Consortium’s Virtual Happy hour enjoyed by the local MedTech executives in AZ. ⁦@phxbizjournal⁩ #phxmtc https://t.co/DLsY3GDEi7,en,/None,/None,False,0,5,0,,,"[['PHX Business Journal', 'phxbizjournal', '/23835272']]"
/1061468390,/227536515,3D Systems Healthcare,3DSystemsHealth,"Littleton, CO",/1257781413392384001,Tue May 05 21:17:12 +0000 2020,NuVasive Taps AM Ecosystem to Optimize Spine Implant Technology https://t.co/rRktKd2DsM #spine #3dprinting https://t.co/rjn9y4HPZu,en,/None,/None,False,0,1,0,,,[]
/1061468390,/3187586607,DePuy Synthes,DePuySynthes,"Raynham, MA USA",/1257669293623463936,Tue May 05 13:51:40 +0000 2020,"This year we honor our heritage as DePuy Synthes turns 125 years old. In the months ahead we will recognize the innovations, #visionaries and teams that have helped us blaze new trails in orthopaedics for more than a century. #DePuySynthes125 https://t.co/3ahpC4Un6H",en,/None,/None,False,4,25,0,,,[]
/1061468390,/815200073722138624,Rob Crasco😷XR VR AI Social Media Tech Influencer,RobCrasco,"Boston, Ma.",/1256303134881861632,Fri May 01 19:23:02 +0000 2020,"“I wish we could make more of them faster during this period,” Zuckerberg said. “I’m quite pleased with how Quest is doing and I wish we could make more of them.”

Mark Zuckerberg: #OculusQuest ""Has Surpassed Our Expectations"" https://t.co/OCQ6usKDdp #VirtualReality #VR https://t.co/RRxn02f1Kf",en,/None,/None,False,1,2,0,,,[]
/1061468390,/399634891,Matthew Jimenez MD,MLJimenezMD,"Chicago, IL",/1256255129071890433,Fri May 01 16:12:17 +0000 2020,Image I drew this morning of an elderly female with a stable pelvic ring disruption. Plan to get her walking and healing. #ortho #orthopaedic #bones #art https://t.co/AQNkJVgWim,en,/None,/None,False,0,6,0,,,[]
/1061468390,/19711691,John Nosta,JohnNosta,07945,/1255971833968496642,Thu Apr 30 21:26:34 +0000 2020,"Today, I'm thinking about Dr. Li Wenliang who warned us of the the horrors of #COVID19 and died at 33.  Also Ai Fen, the head of emergency at Wuhan Hospital, who's voice was mysteriously silenced and is still missing.  #Shame https://t.co/vhC8Nq3bZr #china #coronavirus #china https://t.co/zBdYO2YRqm",en,/None,/None,False,198,408,0,,,[]
/1061468390,/809805848,BC Orthopaedics,BCOrthopods,,/1255921688098684928,Thu Apr 30 18:07:18 +0000 2020,Burnaby surgeon uses virtual reality to teach medical residents  https://t.co/74lP3PYVIo,en,/None,/None,False,3,7,0,,,[]
/1061468390,/26561932,Joe Mullings,joemullings,"West Palm Beach, FL",/1255632293911072769,Wed Apr 29 22:57:22 +0000 2020,"Here are the four technologies that have the essential capabilities to meet the enemy head-on and, if not vanquish it, seriously curtail its harm. Thank you @FierceHealth! #COVID19 

https://t.co/8a6byDdwIm",en,/None,/None,False,0,4,0,,,"[['FierceHealth', 'FierceHealth', '/14435376']]"
/1061468390,/4744822349,Past Medical History,PastMedHistory,"London, England",/1255394519647956993,Wed Apr 29 07:12:32 +0000 2020,Fractures of the arm - taken from the health section of an antique housekeeping book #histmed #historyofmedicine #fracture #orthopaedics https://t.co/cSKaUrPqNc,en,/None,/None,False,46,109,0,,,[]
/1061468390,/3410177412,"Danny P. Goel, MD",BCshoulder,"Vancouver, BC",/1254937120243724289,Tue Apr 28 00:54:59 +0000 2020,"Looking forward to discussing @PrecisionOSVR tomorrow. #VRARA #virtualreality #healthcare #edtech https://t.co/h7wupn4vt8 QUOTE: Check the schedule and attend our Online Meets this week here https://t.co/iYVtgvTh4q for #Healthcare #Marketing #Sports #Medical #Fitness #AEC #RealEstate #Defense #Blockchain #Energy 

#VRARA #Online #AugmentedReality #VirtualReality https://t.co/shvXaUI6pO",en,/None,/None,True,2,16,0,,,"[['Precision OS', 'PrecisionOSVR', '/1050830918309437440']]"
/1061468390,/3410177412,"Danny P. Goel, MD",BCshoulder,"Vancouver, BC",/1254599216447414272,Mon Apr 27 02:32:17 +0000 2020,Privileged to be on this list with all these incredible companies. Ready to Rocket: 2020 Emerging Rockets list for Digital Health: https://t.co/sSNBXDEZ7o. #healthcare @PrecisionOSVR,en,/None,/None,False,1,8,0,,,"[['Precision OS', 'PrecisionOSVR', '/1050830918309437440']]"
/1061468390,/870455796169158656,The Journal of Arthroplasty,JArthroplasty,"New York, NY",/1254447733173256192,Sun Apr 26 16:30:20 +0000 2020,Authors from @RothmanOrtho @DHOrtho discuss specific aspects of #PPE for everyone to consider during #COVID. @AAHKS https://t.co/xHa5aZ9yXe https://t.co/aSo3sd19sF,en,/None,/None,False,12,32,0,,,"[['Rothman Orthopaedic Institute', 'RothmanOrtho', '/52465210'], ['Dartmouth Ortho', 'DHOrtho', '/836655290518908928'], ['AAHKS', 'AAHKS', '/296984998']]"
/1061468390,/4890475221,Moin Khan,moinkhan_md,"Hamilton, Ontario",/1254436579839541248,Sun Apr 26 15:46:01 +0000 2020,"We are looking forward to integrating the cutting edge #precisionOS #VR system into our @mac_ortho residency education. So many exciting possibilities for enhanced learning and research ! 

#virtualreality #surgery #VR #meded @BCshoulder @McMasterSurgery https://t.co/OPL0gVqkTg QUOTE: Thank you @CTVVancouver and @ctv_shannon for covering this story.  #virtualreality #patientcare https://t.co/tFxc3aeRUk",en,/None,/None,True,6,17,0,,,"[['MacOrtho', 'mac_ortho', '/1008722791854694401'], ['Danny P. Goel, MD', 'BCshoulder', '/3410177412'], ['McMaster Surgery', 'McMasterSurgery', '/1408578236']]"
/1061468390,/870455796169158656,The Journal of Arthroplasty,JArthroplasty,"New York, NY",/1254085379193520136,Sat Apr 25 16:30:28 +0000 2020,"As some areas look to start elective surgeries again, @ParviziJavad @stefaanvo @EmanueleChisari @hipkneedr @DrChadKrueger provide some points for consideration to keep everyone safe  @AAHKS  https://t.co/uU0Q8gvtow https://t.co/2zeCas8hOT",en,/None,/None,False,47,83,0,,,"[['Javad Parvizi MD FRCS', 'ParviziJavad', '/1035155211227213824'], ['Stefaan Van Onsem', 'stefaanvo', '/958821471320788993'], ['Emanuele Chisari', 'EmanueleChisari', '/869997709'], ['Lowry Barnes', 'hipkneedr', '/928783535716093953'], ['Chad A Krueger, MD', 'DrChadKrueger', '/3008229270'], ['AAHKS', 'AAHKS', '/296984998']]"
/1061468390,/1272944454,Cole Kmet,ColeKmet,"Chicago, IL",/1253839727599382529,Sat Apr 25 00:14:20 +0000 2020,HOME!!!!!! @ChicagoBears https://t.co/7BR17O3Zfc,en,/None,/None,False,3439,25192,0,,,"[['Chicago Bears', 'ChicagoBears', '/47964412']]"
/1061468390,/16313405,CTV News Vancouver,CTVVancouver,"Vancouver, British Columbia",/1253805615735951360,Fri Apr 24 21:58:48 +0000 2020,"Residents will soon be able to practise doing surgeries using Precision OS, a cutting-edge virtual reality program created by Dr. Danny Goel, an orthopedic surgeon at Burnaby General Hospital. @ctv_shannon https://t.co/hpDnO9qBup",en,/None,/None,False,10,14,0,,,"[['Shannon Paterson', 'ctv_shannon', '/94233684']]"
/1061468390,/870455796169158656,The Journal of Arthroplasty,JArthroplasty,"New York, NY",/1253734307211943938,Fri Apr 24 17:15:26 +0000 2020,"Insightful article on #MedEd by @Dr_Stambough et al. Things have changed and will continue to change secondary to #COVID19. Great work by @AAHKS on their FOCAL initiative  @UAMSOrtho 
https://t.co/UnnrFNo83P https://t.co/3rKmNlG9rU",en,/None,/None,False,14,34,0,,,"[['Jeff Stambough, MD', 'Dr_Stambough', '/915416243993276416'], ['AAHKS', 'AAHKS', '/296984998'], ['UAMS Orthopaedics', 'UAMSOrtho', '/1062743068003184641']]"
/1061468390,/31002593,MassDevice,MassDevice,"Cleveland, OH",/1253334749864529923,Thu Apr 23 14:47:44 +0000 2020,.@conformis furloughed employees returning to active employment https://t.co/RGgaSIJsec,en,/None,/None,False,2,5,0,,,"[['Conformis', 'conformis', '/3599418317']]"
/1061468390,/273567366,ORTHOWORLD®,ORTHOWORLDInc,"Chagrin Falls, OH",/1252286880240017420,Mon Apr 20 17:23:53 +0000 2020,Infographic: Top 10 #Orthopedic Device Companies https://t.co/wpBs3VNsGF https://t.co/nTcGr2pQ3c,en,/None,/None,False,2,4,0,,,[]
/1061468390,/858946646,"John Shields, MD, FAAOS",jointdocShields,"Winston-Salem/Davie County, NC",/1252258779883884545,Mon Apr 20 15:32:13 +0000 2020,"Orthopaedic attending feeding bits of knowledge to the residents 
#orthotwitter https://t.co/K469e8PldQ",en,/None,/None,False,39,341,0,,,[]
/1061468390,/2557521,ESPN,espn,,/1252220994103783424,Mon Apr 20 13:02:04 +0000 2020,"34 years ago, Michael Jordan made history.

His 63 points are still the most in a single NBA playoff game 🐐

(via @NBA) https://t.co/cvAddY19OX",en,/None,/None,False,5163,32818,0,,,"[['NBA', 'NBA', '/19923144']]"
/1061468390,/23483816,Giles Paley-Phillips,eliistender10,,/1251772333662130181,Sun Apr 19 07:19:15 +0000 2020,"I'm not crying you are.

A taxi driver in Spain who has taken patients to the hospital, free of charge, got a call to pickup a patient from the hospital.

When he arrived, doctors and nurses surprised him with a standing ovation, plus an envelope of money. https://t.co/lOdCele0G3",en,/None,/None,False,51554,232584,0,,,[]
/1061468390,/31409605,AAOS,AAOS1,"Rosemont, IL",/1251229664854642690,Fri Apr 17 19:22:53 +0000 2020,"To our members, musculoskeletal care teams, patients, essential businesses, and the entire medical community...💛 We are in this together, and we will get through this. 

https://t.co/ywZdqSVc4t
https://t.co/3tR3Z7aILD #OrthoCOVID19 #COVID19 https://t.co/s6RCWwlr55",en,/None,/None,False,30,55,0,,,[]
/1061468390,/335555455,HealthySimulation.com,HealthySim,,/1251142171920683009,Fri Apr 17 13:35:13 +0000 2020,"New post ""The Value of Virtual Reality in Healthcare Simulation"" @vrmedicalsim @Osso_VR @UbisimVR @HealthScholars1 @VRpatients @PrecisionOSVR @wtoddmaddox - https://t.co/TCJ7WrOwGy https://t.co/eY4P9xq873",en,/None,/None,False,6,7,0,,,"[['Oxford Medical Simulation', 'vrmedicalsim', '/873175191261773824'], ['Osso VR', 'Osso_VR', '/748599110643621888'], ['UbiSim', 'UbisimVR', '/871900559548219397'], ['Health Scholars', 'HealthScholars1', '/3129221361'], ['VRpatients', 'VRpatients', '/822930796981944320'], ['Precision OS', 'PrecisionOSVR', '/1050830918309437440'], ['W. Todd Maddox', 'wtoddmaddox', '/940029812915052550']]"
/1061468390,/819719839057059840,OrthoFeed,OrthoFeed,"Seattle, WA",/1250826608321036289,Thu Apr 16 16:41:17 +0000 2020,.@PrecisionOSVR partnership brings advanced fracture care to underserved communities worldwide https://t.co/hU5NvJ51C2 @SIGNtweeter #partnership #FractureCare #PublicHealth #VR #VirtualReality #SurgicalTraining #orthopedics #multiplayer #RemoteEducation #humanitarian #healthcare https://t.co/LgqRvYzVmX,en,/None,/None,False,1,1,0,,,"[['Precision OS', 'PrecisionOSVR', '/1050830918309437440'], ['SIGN Fracture Care', 'SIGNtweeter', '/491457856']]"
/1061468390,/20457806,Johnson & Johnson,JNJNews,,/1250818194417373185,Thu Apr 16 16:07:51 +0000 2020,"After #JNJ selected a lead #COVID19 vaccine candidate, the decision to make it available not-for-profit was easy for Alex Gorsky, Chairman &amp; CEO, J&amp;J. Guided by Our Credo, learn how Gorsky is using a people-first approach to lead J&amp;J through this crisis.",en,/None,/None,False,2840,13693,0,,,[]
/1061468390,/491457856,SIGN Fracture Care,SIGNtweeter,"Richland, WA",/1250805101679149058,Thu Apr 16 15:15:49 +0000 2020,We are excited to work with amazing partners to further education for SIGN Surgeons worldwide! https://t.co/1Mc8wDvsAa QUOTE: .@SIGNtweeter &amp; Precision OS Provide Oculus Quests To Aid VR #SurgicalTraining In Developing Countries https://t.co/evaWTRjbBT by @brains81 via @VRFocus @EPICGames @UnrealEngine #partnership #FractureCare #PublicHealth #VirtualReality #orthopedics #multiplayer #RemoteEducation https://t.co/0Egaqsw2d0,en,/None,/None,True,0,4,0,,,[]
/1061468390,/13173382,Dan Burgar VR/AR,dburgar,Vancouver,/1250654421588905984,Thu Apr 16 05:17:04 +0000 2020,"Meet Dr. Danny Goel @BCshoulder, he's a surgeon working on the frontlines during this COVID-19 fight, he also happens to be the CEO of one of the most innovative VR/AR companies @PrecisionOSVR here in Vancouver. It's incredible seeing the work he's doing in both realms! https://t.co/9t6LZO9e58",en,/None,/None,False,7,26,0,,,"[['Danny P. Goel, MD', 'BCshoulder', '/3410177412'], ['Precision OS', 'PrecisionOSVR', '/1050830918309437440']]"
/1061468390,/2226895704,VRFocus,VRFocus,UK,/1250508343346704387,Wed Apr 15 19:36:37 +0000 2020,"SIGN Fracture Care, Precision OS &amp; @EpicGames are providing Oculus Quests to aid #VR surgical training in developing countries - https://t.co/1bSwFCWM4o https://t.co/Nk0RhqzU5K",en,/None,/None,False,9,8,0,,,"[['Epic Games Store', 'EpicGames', '/121258930']]"
/1061468390,/47964412,Chicago Bears,ChicagoBears,"Chicago, IL",/1249881281514688512,Tue Apr 14 02:04:53 +0000 2020,".@D_Hest23 FOR THE LEAD! 😱

#CHIvsAZ | #MNF https://t.co/MdZzmu1SIv",en,/None,/None,False,1050,5331,0,,,"[['Devin  Hester', 'D_Hest23', '/56705653']]"
/1061468390,/49032795,Drue De Angelis,Druedea,"Scottsdale, AZ",/1248844399938805761,Sat Apr 11 05:24:42 +0000 2020,"“But he was pierced for our transgressions; he was crushed for our iniquities; upon him was the chastisement that brought us peace, and with his wounds we are healed. Isaiah 53:5. https://t.co/zgS2GRxkEb",en,/None,/None,False,0,16,0,,,[]
/1061468390,/3298599576,Venture,VentureDH,Canada,/1247282174363140104,Mon Apr 06 21:56:58 +0000 2020,#Vancouver-based tech firm develops VR feature for remote surgeon training https://t.co/LW1YwVV5u6 https://t.co/1oGBt4qHqS,en,/None,/None,False,4,6,0,,,[]
/1061468390,/21795874,AdvaMed,AdvaMedUpdate,"Washington, DC",/1247267838085251072,Mon Apr 06 21:00:00 +0000 2020,"Each week, the #medtech industry is working 24/7 to produce ventilators and critical medical equipment to treat patients and protect health workers on the frontlines of COVID-19. https://t.co/sMHuLmGG8c https://t.co/smYApITKkw",en,/None,/None,False,109,327,0,,,[]
/1061468390,/248760594,Mike Hershey,FolsomCA_BBQ,"Folsom, CA",/1246984572060852225,Mon Apr 06 02:14:24 +0000 2020,"And Done.  Hope everyone is healthy and staying safe!
#primerib https://t.co/MU3IHIdlQn",en,/None,/None,False,0,2,0,,,[]
/1061468390,/612473,BBC News (UK),BBCNews,London,/1246907416194711557,Sun Apr 05 21:07:49 +0000 2020,"""We will succeed and that success will belong to every one of us""

The Queen delivers a rallying message to the UK in its fight against coronavirus, thanking healthcare workers as well as people for staying at home and following government rules

https://t.co/Ku4DOhcotY https://t.co/wdBsaFQjeQ",en,/None,/None,False,4071,15039,0,,,[]
/1061468390,/47964412,Chicago Bears,ChicagoBears,"Chicago, IL",/1246592280368119809,Sun Apr 05 00:15:34 +0000 2020,"💙 H O M E 🧡

📸: waywelling / IG https://t.co/hADNZzKTGl",en,/None,/None,False,983,7043,0,,,[]
/1061468390,/293696092,Brian Cole,BrianColeMD,"Chicago, IL",/1246132270420893696,Fri Apr 03 17:47:39 +0000 2020,Telemedicine will become more routine as an efficient means to evaluate patients #covid19 #coronavirus #sportsmedicine #orthopaedics #socialdistancing #healthcare #HealthCareWorkers https://t.co/9h9snYmqqV,en,/None,/None,False,4,3,0,,,[]
/1061468390,/1050865274625363968,"Yelena Bogdan, MD, FACS, FAAOS",InvictaOrtho,United States,/1246058619449282561,Fri Apr 03 12:55:00 +0000 2020,"Free article describing what happened to 26 orthopaedic surgeons in Wuhan, and what factors contributed to their becoming infected with coronavirus. The OTA @otatrauma released this article to members, and it needs to be read. https://t.co/DOO0fFwHe9",en,/None,/None,False,40,112,0,,,"[['OTA', 'otatrauma', '/229523978']]"
/1061468390,/726149156700565504,"Atul Gupta, MD",AtulGupta_MD,"Philadelphia, PA USA",/1245811611719401472,Thu Apr 02 20:33:28 +0000 2020,"BREAKING: 45 medical societies representing 800,000 physicians-emphatically declared that ALL frontline healthcare workers have access to #PPE &amp; be able to speak publicly about safety concerns w/o retribution from hospital admins @CMichaelGibson @EricTopol https://t.co/rlrxzB6DRC https://t.co/UEVQbFaOJj",en,/None,/None,False,1262,2815,0,,,"[['C. Michael Gibson MD', 'CMichaelGibson', '/879161563'], ['Eric Topol', 'EricTopol', '/86626845']]"
/1061468390,/19711691,John Nosta,JohnNosta,07945,/1245697966079385600,Thu Apr 02 13:01:53 +0000 2020,Thank you to all my friends from around the world who have checked in and brightened our day! We are doing well here in New Jersey. What about you? #coronavirus #COVID19 #digitalhealth https://t.co/dRnRASnfUd,en,/None,/None,False,3,75,0,,,[]
/1061468390,/711831826470457344,Finch Technologies,finch_VR,"Berkeley, CA",/1245254045738119169,Wed Apr 01 07:37:54 +0000 2020,Great to see #VR startups like @PrecisionOSVR including collaboration tools in their programs. https://t.co/jx7134ivE6 QUOTE: Precision OS Launches Multiplayer Tool For VR Surgical Training via @alicebonasio https://t.co/aEUhi2W1nx https://t.co/GS3DvGHxXO,en,/None,/None,True,1,4,0,,,"[['Precision OS', 'PrecisionOSVR', '/1050830918309437440']]"
/1061468390,/1048410090858995713,Stanford Orthopaedics,Stanford_Ortho,"Redwood City, CA",/1244678708901756929,Mon Mar 30 17:31:43 +0000 2020,"On National Doctors' Day, we thank &amp; celebrate our doctors &amp; #healthcareworkers throughout the world for their daily dedication, selflessness, &amp; heart! Especially during this unique &amp; troubling time. #nationaldoctorsday #stanfordmedicine #stanfordortho #thankyou #stanfordstrong https://t.co/eLJiUdXrBs",en,/None,/None,False,0,12,0,,,[]
/1061468390,/978619575637020672,VRWorldTech,VRWorldTech,"London, England",/1244576298338521090,Mon Mar 30 10:44:47 +0000 2020,"VRWorldTech Newsletter: Find out the latest from Vortic, @mindeskvr, @LifeStylesin360, @VW, @Vuzix, @magicleap and @PrecisionOSVR 

https://t.co/RHe1iIiHDp

#VirtualReality #AugmentedReality #VR #AR #XR #MR #News #Enterprise #Vortic #VRforBusiness https://t.co/j2eFs2BInH",en,/None,/None,False,0,3,0,,,"[['Mindesk', 'mindeskvr', '/2964225052'], ['LifeStylesin360orlando', 'LifeStylesin360', '/1148053569876217856'], ['Volkswagen USA', 'VW', '/28165910'], ['Vuzix', 'Vuzix', '/41272609'], ['Magic Leap', 'magicleap', '/106109075'], ['Precision OS', 'PrecisionOSVR', '/1050830918309437440']]"
/1061468390,/293696092,Brian Cole,BrianColeMD,"Chicago, IL",/1244246896471834625,Sun Mar 29 12:55:51 +0000 2020,"Midwest Orthopaedics at Rush shifts to telemedicine, postpones non-urgent surgery — key insights from Dr. Brian Cole https://t.co/8J4EeCdVG3 https://t.co/mriB7OtqP8",en,/None,/None,False,3,17,0,,,[]
/1061468390,/49032795,Drue De Angelis,Druedea,"Scottsdale, AZ",/1244118077119197184,Sun Mar 29 04:23:58 +0000 2020,What a day for social distancing on the course. #SocialDistancing https://t.co/cgMgYo7FqN,en,/None,/None,False,0,11,0,,,[]
/1061468390,/535849206,David Riv Rivera,RIV_PT_Emcee,"River North, Chicago, IL",/1244000915465613312,Sat Mar 28 20:38:25 +0000 2020,"Just had my first tele health physical therapy session and it went amazing. We were both sweating and laughing by the end. 🙌💪❤️ Hit me up if you can’t see me in person.
#PhysicalTherapy #Orthopedics #TeleHealth #COVID_19 #IvyRehab https://t.co/eyWlO2ubtC",en,/None,/None,False,2,4,0,,,[]
/1061468390,/7547522,𝗧𝗶𝗴𝗲𝗿,TigerBuford,"Hilton Head Island, SC",/1243977815592177664,Sat Mar 28 19:06:37 +0000 2020,"When will elective orthopedic surgery come back?
https://t.co/fpvtirXeAj
#orthotwitter https://t.co/p5o4Vixsz7",en,/None,/None,False,1,2,0,,,[]
/1061468390,/31409605,AAOS,AAOS1,"Rosemont, IL",/1243567413909688321,Fri Mar 27 15:55:50 +0000 2020,"Now, more than ever, we need to work together to assist in the crisis and ensure members are equipped to safely provide care to patients. Use #OrthoCOVID19 in your tweets to connect conversations, offer resources and support each other in this new reality. https://t.co/3tR3Z7aILD https://t.co/YkmD3FNHvA",en,/None,/None,False,26,40,0,,,[]
/1061468390,/3131144855,Boris Johnson #StayAlert,BorisJohnson,United Kingdom,/1243496858095411200,Fri Mar 27 11:15:28 +0000 2020,"Over the last 24 hours I have developed mild symptoms and tested positive for coronavirus.

I am now self-isolating, but I will continue to lead the government’s response via video-conference as we fight this virus.

Together we will beat this. #StayHomeSaveLives https://t.co/9Te6aFP0Ri",en,/None,/None,False,130702,381418,0,,,[]
/1061468390,/62610707,NFL Throwback,nflthrowback,NFL Archive,/1243260160014815232,Thu Mar 26 19:34:55 +0000 2020,"Good things happen when you get the ball into Devin Hester’s hand(s). @D_Hest23 (Sept. 19, 2010) https://t.co/4k98VorGIa",en,/None,/None,False,334,2063,0,,,"[['Devin  Hester', 'D_Hest23', '/56705653']]"
